,model,name,MCC,seed
18,xgboost,xgboost_seed_3_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.41100000000000003,3_skf_3
19,xgboost,xgboost_seed_3_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.38299999999999995,3_skf_4
20,xgboost,xgboost_seed_4_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.369,4_skf_0
22,xgboost,xgboost_seed_4_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,4_skf_2
23,xgboost,xgboost_seed_4_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,4_skf_3
24,xgboost,xgboost_seed_4_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.401,4_skf_4
25,xgboost,xgboost_seed_5_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.429,5_skf_0
26,xgboost,xgboost_seed_5_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.369,5_skf_1
29,xgboost,xgboost_seed_5_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.401,5_skf_4
30,xgboost,xgboost_seed_6_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,6_skf_0
32,xgboost,xgboost_seed_6_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,6_skf_2
33,xgboost,xgboost_seed_6_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.39,6_skf_3
36,xgboost,xgboost_seed_7_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.42100000000000004,7_skf_1
