,name,seed,tgood,vgood,model
313,lr_seed_36_skf_2_paras_0_C_0.001_weight_balanced,36_skf_2,1,1,lr
314,lr_seed_36_skf_3_paras_0_C_0.001_weight_balanced,36_skf_3,1,1,lr
315,lr_seed_38_skf_0_paras_0_C_0.001_weight_balanced,38_skf_0,1,1,lr
316,lr_seed_39_skf_2_paras_0_C_0.001_weight_balanced,39_skf_2,1,1,lr
317,lr_seed_39_skf_4_paras_0_C_0.001_weight_balanced,39_skf_4,1,1,lr
318,lr_seed_42_skf_3_paras_0_C_0.001_weight_balanced,42_skf_3,1,1,lr
319,lr_seed_42_skf_4_paras_0_C_0.001_weight_balanced,42_skf_4,1,1,lr
320,lr_seed_43_skf_0_paras_0_C_0.001_weight_balanced,43_skf_0,1,1,lr
321,lr_seed_43_skf_4_paras_0_C_0.001_weight_balanced,43_skf_4,1,1,lr
322,lr_seed_44_skf_0_paras_0_C_0.001_weight_balanced,44_skf_0,1,1,lr
323,lr_seed_44_skf_3_paras_0_C_0.001_weight_balanced,44_skf_3,1,1,lr
324,lr_seed_45_skf_2_paras_0_C_0.001_weight_balanced,45_skf_2,1,1,lr
325,lr_seed_45_skf_4_paras_0_C_0.001_weight_balanced,45_skf_4,1,1,lr
326,lr_seed_46_skf_2_paras_0_C_0.001_weight_balanced,46_skf_2,1,1,lr
327,lr_seed_47_skf_2_paras_0_C_0.001_weight_balanced,47_skf_2,1,1,lr
328,lr_seed_47_skf_3_paras_0_C_0.001_weight_balanced,47_skf_3,1,1,lr
329,lr_seed_49_skf_1_paras_0_C_0.001_weight_balanced,49_skf_1,1,1,lr
330,lr_seed_49_skf_2_paras_0_C_0.001_weight_balanced,49_skf_2,1,1,lr
331,lr_seed_50_skf_4_paras_0_C_0.001_weight_balanced,50_skf_4,1,1,lr
332,lr_seed_51_skf_4_paras_0_C_0.001_weight_balanced,51_skf_4,1,1,lr
333,lr_seed_52_skf_0_paras_0_C_0.001_weight_balanced,52_skf_0,1,1,lr
334,lr_seed_53_skf_0_paras_0_C_0.001_weight_balanced,53_skf_0,1,1,lr
335,lr_seed_54_skf_1_paras_0_C_0.001_weight_balanced,54_skf_1,1,1,lr
336,lr_seed_55_skf_0_paras_0_C_0.001_weight_balanced,55_skf_0,1,1,lr
337,lr_seed_55_skf_4_paras_0_C_0.001_weight_balanced,55_skf_4,1,1,lr
338,lr_seed_56_skf_3_paras_0_C_0.001_weight_balanced,56_skf_3,1,1,lr
339,lr_seed_57_skf_0_paras_0_C_0.001_weight_balanced,57_skf_0,1,1,lr
340,lr_seed_57_skf_1_paras_0_C_0.001_weight_balanced,57_skf_1,1,1,lr
341,lr_seed_57_skf_2_paras_0_C_0.001_weight_balanced,57_skf_2,1,1,lr
342,lr_seed_58_skf_0_paras_0_C_0.001_weight_balanced,58_skf_0,1,1,lr
343,lr_seed_58_skf_4_paras_0_C_0.001_weight_balanced,58_skf_4,1,1,lr
344,lr_seed_59_skf_2_paras_0_C_0.001_weight_balanced,59_skf_2,1,1,lr
