,model,name,MCC,seed
1,rf,rf_seed_0_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.292,0_skf_1
2,rf,rf_seed_0_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.204,0_skf_2
3,rf,rf_seed_0_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.209,0_skf_3
6,rf,rf_seed_1_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,1_skf_1
7,rf,rf_seed_1_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.265,1_skf_2
8,rf,rf_seed_1_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.285,1_skf_3
9,rf,rf_seed_1_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.217,1_skf_4
10,rf,rf_seed_2_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.23800000000000002,2_skf_0
11,rf,rf_seed_2_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.3,2_skf_1
12,rf,rf_seed_2_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.324,2_skf_2
13,rf,rf_seed_2_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.237,2_skf_3
16,rf,rf_seed_3_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.265,3_skf_1
17,rf,rf_seed_3_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.247,3_skf_2
18,rf,rf_seed_3_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,3_skf_3
19,rf,rf_seed_3_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.237,3_skf_4
20,rf,rf_seed_4_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.207,4_skf_0
21,rf,rf_seed_4_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,4_skf_1
22,rf,rf_seed_4_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.217,4_skf_2
23,rf,rf_seed_4_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.324,4_skf_3
25,rf,rf_seed_5_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.34,5_skf_0
26,rf,rf_seed_5_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.237,5_skf_1
27,rf,rf_seed_5_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.184,5_skf_2
28,rf,rf_seed_5_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.209,5_skf_3
29,rf,rf_seed_5_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.23800000000000002,5_skf_4
32,rf,rf_seed_6_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.217,6_skf_2
33,rf,rf_seed_6_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.209,6_skf_3
34,rf,rf_seed_6_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.204,6_skf_4
35,rf,rf_seed_7_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.23800000000000002,7_skf_0
36,rf,rf_seed_7_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.217,7_skf_1
37,rf,rf_seed_7_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.292,7_skf_2
39,rf,rf_seed_7_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.184,7_skf_4
40,rf,rf_seed_8_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.209,8_skf_0
41,rf,rf_seed_8_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,8_skf_1
42,rf,rf_seed_8_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.275,8_skf_2
43,rf,rf_seed_8_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.34700000000000003,8_skf_3
44,rf,rf_seed_8_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.3,8_skf_4
45,rf,rf_seed_9_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.23800000000000002,9_skf_0
46,rf,rf_seed_9_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.275,9_skf_1
47,rf,rf_seed_9_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.209,9_skf_2
48,rf,rf_seed_9_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.209,9_skf_3
50,rf,rf_seed_10_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.247,10_skf_0
51,rf,rf_seed_10_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.204,10_skf_1
52,rf,rf_seed_10_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.261,10_skf_2
53,rf,rf_seed_10_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.23800000000000002,10_skf_3
54,rf,rf_seed_10_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.237,10_skf_4
55,rf,rf_seed_11_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.29100000000000004,11_skf_0
56,rf,rf_seed_11_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.184,11_skf_1
57,rf,rf_seed_11_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,11_skf_2
58,rf,rf_seed_11_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.184,11_skf_3
59,rf,rf_seed_11_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,11_skf_4
60,rf,rf_seed_12_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.184,12_skf_0
66,rf,rf_seed_13_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.247,13_skf_1
67,rf,rf_seed_13_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.237,13_skf_2
68,rf,rf_seed_13_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,13_skf_3
69,rf,rf_seed_13_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.285,13_skf_4
70,rf,rf_seed_14_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.337,14_skf_0
71,rf,rf_seed_14_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.247,14_skf_1
73,rf,rf_seed_14_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.317,14_skf_3
75,rf,rf_seed_15_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,15_skf_0
76,rf,rf_seed_15_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.265,15_skf_1
77,rf,rf_seed_15_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.247,15_skf_2
78,rf,rf_seed_15_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,15_skf_3
79,rf,rf_seed_15_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.275,15_skf_4
81,rf,rf_seed_16_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.265,16_skf_1
82,rf,rf_seed_16_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.217,16_skf_2
83,rf,rf_seed_16_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.275,16_skf_3
84,rf,rf_seed_16_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.207,16_skf_4
85,rf,rf_seed_17_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.217,17_skf_0
87,rf,rf_seed_17_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.34,17_skf_2
88,rf,rf_seed_17_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.265,17_skf_3
89,rf,rf_seed_17_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.275,17_skf_4
90,rf,rf_seed_18_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.237,18_skf_0
91,rf,rf_seed_18_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.324,18_skf_1
92,rf,rf_seed_18_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.209,18_skf_2
95,rf,rf_seed_19_skf_0_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.265,19_skf_0
96,rf,rf_seed_19_skf_1_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,19_skf_1
97,rf,rf_seed_19_skf_2_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,19_skf_2
98,rf,rf_seed_19_skf_3_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.275,19_skf_3
99,rf,rf_seed_19_skf_4_paras_5_estimator_100_depth_7_random_1_leaf_5_weight_balanced,0.17800000000000002,19_skf_4
1,xgboost,xgboost_seed_0_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.324,0_skf_1
2,xgboost,xgboost_seed_0_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.315,0_skf_2
3,xgboost,xgboost_seed_0_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.28300000000000003,0_skf_3
4,xgboost,xgboost_seed_0_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.359,0_skf_4
5,xgboost,xgboost_seed_1_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.324,1_skf_0
6,xgboost,xgboost_seed_1_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.207,1_skf_1
7,xgboost,xgboost_seed_1_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.315,1_skf_2
9,xgboost,xgboost_seed_1_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.332,1_skf_4
11,xgboost,xgboost_seed_2_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.185,2_skf_1
12,xgboost,xgboost_seed_2_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.359,2_skf_2
14,xgboost,xgboost_seed_2_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.32799999999999996,2_skf_4
15,xgboost,xgboost_seed_3_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.315,3_skf_0
16,xgboost,xgboost_seed_3_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.36700000000000005,3_skf_1
17,xgboost,xgboost_seed_3_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.374,3_skf_2
18,xgboost,xgboost_seed_3_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.261,3_skf_3
19,xgboost,xgboost_seed_3_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.36200000000000004,3_skf_4
20,xgboost,xgboost_seed_4_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.309,4_skf_0
21,xgboost,xgboost_seed_4_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.285,4_skf_1
22,xgboost,xgboost_seed_4_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.34700000000000003,4_skf_2
23,xgboost,xgboost_seed_4_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.401,4_skf_3
24,xgboost,xgboost_seed_4_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.395,4_skf_4
25,xgboost,xgboost_seed_5_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.233,5_skf_0
26,xgboost,xgboost_seed_5_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.34,5_skf_1
27,xgboost,xgboost_seed_5_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.306,5_skf_2
28,xgboost,xgboost_seed_5_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.38,5_skf_3
29,xgboost,xgboost_seed_5_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.371,5_skf_4
30,xgboost,xgboost_seed_6_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.185,6_skf_0
31,xgboost,xgboost_seed_6_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.222,6_skf_1
32,xgboost,xgboost_seed_6_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.309,6_skf_2
33,xgboost,xgboost_seed_6_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.309,6_skf_3
34,xgboost,xgboost_seed_6_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.332,6_skf_4
35,xgboost,xgboost_seed_7_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.401,7_skf_0
37,xgboost,xgboost_seed_7_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.306,7_skf_2
38,xgboost,xgboost_seed_7_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.369,7_skf_3
39,xgboost,xgboost_seed_7_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.306,7_skf_4
40,xgboost,xgboost_seed_8_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.39,8_skf_0
41,xgboost,xgboost_seed_8_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.259,8_skf_1
42,xgboost,xgboost_seed_8_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.285,8_skf_2
44,xgboost,xgboost_seed_8_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.401,8_skf_4
45,xgboost,xgboost_seed_9_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.34700000000000003,9_skf_0
46,xgboost,xgboost_seed_9_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.309,9_skf_1
47,xgboost,xgboost_seed_9_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.32799999999999996,9_skf_2
48,xgboost,xgboost_seed_9_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.359,9_skf_3
49,xgboost,xgboost_seed_9_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.337,9_skf_4
50,xgboost,xgboost_seed_10_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.29100000000000004,10_skf_0
51,xgboost,xgboost_seed_10_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.23399999999999999,10_skf_1
52,xgboost,xgboost_seed_10_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.282,10_skf_2
54,xgboost,xgboost_seed_10_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.23399999999999999,10_skf_4
55,xgboost,xgboost_seed_11_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.337,11_skf_0
56,xgboost,xgboost_seed_11_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.39,11_skf_1
57,xgboost,xgboost_seed_11_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.185,11_skf_2
58,xgboost,xgboost_seed_11_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.324,11_skf_3
59,xgboost,xgboost_seed_11_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.29100000000000004,11_skf_4
60,xgboost,xgboost_seed_12_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.20800000000000002,12_skf_0
61,xgboost,xgboost_seed_12_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.23399999999999999,12_skf_1
62,xgboost,xgboost_seed_12_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.3,12_skf_2
63,xgboost,xgboost_seed_12_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.258,12_skf_3
65,xgboost,xgboost_seed_13_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.315,13_skf_0
66,xgboost,xgboost_seed_13_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.285,13_skf_1
67,xgboost,xgboost_seed_13_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.23800000000000002,13_skf_2
68,xgboost,xgboost_seed_13_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.369,13_skf_3
69,xgboost,xgboost_seed_13_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.282,13_skf_4
70,xgboost,xgboost_seed_14_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.259,14_skf_0
71,xgboost,xgboost_seed_14_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.332,14_skf_1
72,xgboost,xgboost_seed_14_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.292,14_skf_2
73,xgboost,xgboost_seed_14_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.29100000000000004,14_skf_3
74,xgboost,xgboost_seed_14_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.29100000000000004,14_skf_4
75,xgboost,xgboost_seed_15_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.214,15_skf_0
76,xgboost,xgboost_seed_15_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.265,15_skf_1
77,xgboost,xgboost_seed_15_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.359,15_skf_2
78,xgboost,xgboost_seed_15_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.265,15_skf_3
79,xgboost,xgboost_seed_15_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.35,15_skf_4
80,xgboost,xgboost_seed_16_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.353,16_skf_0
82,xgboost,xgboost_seed_16_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.258,16_skf_2
84,xgboost,xgboost_seed_16_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.233,16_skf_4
85,xgboost,xgboost_seed_17_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.309,17_skf_0
86,xgboost,xgboost_seed_17_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.23800000000000002,17_skf_1
87,xgboost,xgboost_seed_17_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.207,17_skf_2
88,xgboost,xgboost_seed_17_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.39,17_skf_3
89,xgboost,xgboost_seed_17_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.32799999999999996,17_skf_4
90,xgboost,xgboost_seed_18_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.259,18_skf_0
91,xgboost,xgboost_seed_18_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.309,18_skf_1
92,xgboost,xgboost_seed_18_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.359,18_skf_2
93,xgboost,xgboost_seed_18_skf_3_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.306,18_skf_3
94,xgboost,xgboost_seed_18_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.327,18_skf_4
95,xgboost,xgboost_seed_19_skf_0_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.285,19_skf_0
96,xgboost,xgboost_seed_19_skf_1_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.235,19_skf_1
97,xgboost,xgboost_seed_19_skf_2_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.369,19_skf_2
99,xgboost,xgboost_seed_19_skf_4_paras_89_lr_0.01_n_300_depth_11_subsample_1_scale_pos_weight_0.65,0.369,19_skf_4
